,initial_age,weight,family_kind,race,marital_status,accumulated_capital,annual_contribution,income
25853,41,1697,1,1,1,-402858.9007253572,0.16,90156.39
25854,41,2998,1,1,1,10411.893179949657,0.01,73514.28
25855,43,3026,1,1,1,28362.83390838642,0.32,77553.15
25856,49,1906,1,2,1,-62219.76528297341,0.21,45548.52
25857,42,1585,1,1,1,585358.9871395178,0.27,27044.31
25858,63,3464,1,1,1,-50812.84336264057,0.1,98477.52
25859,44,1178,1,3,1,-243684.31715705665,0.3,68257.88
25860,45,1408,3,3,1,74986.71108752818,0.02,39993.13
25861,54,1711,1,1,1,-319774.14269274764,0.16,57638.4
25862,43,2953,1,1,1,-167396.51639628972,0.21,48227.55
25863,51,3178,1,1,1,85465.33562170257,0.33,48742.37
25864,60,1676,2,1,3,-32188.468160638688,0.25,25226.32
25865,59,3059,3,1,5,172248.29352225809,0.19,33777.93
25866,53,1561,3,1,3,21614.74602945709,0.33,88699.14
25867,51,3059,1,1,1,68199.68063113095,0.07,27971.95
25868,47,1631,1,1,1,440024.8604564672,0.3,101894.99
25869,53,2927,1,1,1,-162969.82023661424,0.17,146851.02
25870,44,1585,1,1,1,56236.50717741626,0.08,93216.77
25871,57,3108,1,1,1,-63273.38244017505,0.17,6398.19
25872,46,1737,3,1,3,275307.99776957545,0.21,11037.62
25873,54,2195,1,2,1,56772.06895775326,0.15,104460.96
25874,40,1725,1,4,1,239568.10872243263,0.23,114121.82
25875,35,1725,1,1,1,159674.5336815271,0.11,93887.54
25876,37,1453,1,1,1,27444.19318246699,0.09,67879.92
25877,35,2725,1,1,1,172919.98821753266,0.18,27979.94
25878,37,1506,1,1,1,-108080.48532710284,0.03,53235.09
25879,42,1585,3,1,3,-75870.32054940132,0.02,166627.73
25880,46,1505,1,3,1,119095.15762393344,0.09,147738.35
25881,44,1250,1,3,1,-217534.0477067817,0.06,49084.94
25882,46,2071,1,3,1,-41214.87023134273,0.07,19768.98
25883,51,3468,3,3,3,29995.370682652618,0.23,73133.79
25884,52,2674,2,2,5,119714.54498878852,0.35,43759.6
25885,50,2403,3,2,5,18343.20355599745,0.0,37463.49
25886,54,2397,1,2,1,389474.7164745233,0.31,59605.2
25887,48,1851,1,1,1,267361.5682545006,0.27,28331.23
25888,45,1720,1,1,1,185891.50591186195,0.29,52226.8
25889,48,1722,3,4,3,121991.34194695046,0.16,50457.75
25890,44,2570,2,2,5,159236.81116192197,0.03,31928.55
25891,45,1927,3,1,1,-38009.18350112842,0.31,43644.0
25892,46,2625,3,2,3,26056.393051962703,0.05,39454.85
25893,44,1748,3,2,5,81106.44156278158,0.1,110206.28
25894,39,1782,1,1,1,542213.881926233,0.24,41860.72
25895,51,2046,1,2,1,3223.6448447428,0.24,21902.2
25896,44,1732,1,1,1,213090.5011838712,0.2,61509.4
25897,37,2379,1,4,1,46010.886855016055,0.3,49627.5
25898,37,2061,1,4,1,-158607.8745481074,0.17,32837.21
25899,42,1908,2,4,5,96757.1811581696,0.17,30486.22
25900,48,1645,1,4,1,126380.93274508376,0.09,75791.6
25901,57,1723,1,4,1,261023.14859272903,0.17,101013.68
25902,55,1852,1,1,1,539877.8854573355,0.29,69787.66
25903,47,1944,1,2,1,144016.82633095287,0.14,74848.35
25904,40,1512,1,1,1,204440.3489199579,0.16,66112.82
25905,39,1621,1,1,1,3749.217634655086,0.24,3650.22
25906,55,1616,1,1,1,30066.84900570994,0.1,73246.67
25907,37,1675,1,4,1,72177.66846217193,0.07,86328.41
25908,56,1830,3,2,3,-59135.62668890154,0.3,58179.39
25909,45,1701,1,1,1,-17991.045242779775,0.11,61448.79
25910,52,2195,1,2,1,-201560.5823616584,0.2,132174.11
25911,40,1771,2,1,3,34455.12074331976,0.04,78032.91
25912,60,3464,1,1,1,63194.8843816931,0.08,75493.72
25913,60,3464,1,1,1,332807.43664402066,0.2,43322.97
25914,52,3229,2,1,5,270920.0193805251,0.28,173793.69
25915,57,3133,1,1,1,-101595.25986470967,0.13,14447.19
25916,38,1436,3,1,4,15468.615517345064,0.07,90681.05
25917,42,1436,2,2,5,8262.601460944305,0.24,52928.58
25918,40,2725,1,1,1,228460.99165211627,0.28,31767.51
25919,62,2938,1,1,1,-72841.21116344148,0.27,25956.0
25920,40,1386,1,1,1,477726.370011636,0.2,73823.61
25921,54,1888,1,1,1,-112525.00197076784,0.27,67108.84
25922,61,1237,1,3,1,-41398.07765483142,0.35,105175.58
25923,49,3396,2,1,2,-20073.36123623717,0.23,116715.63
25924,36,1243,1,3,1,-75012.01792986215,0.26,82124.86
25925,44,3220,3,1,5,76432.60745799525,0.18,65317.55
25926,61,2460,3,2,4,-57449.356895696365,0.11,157003.73
25927,62,2460,3,2,2,-51042.33945225545,0.24,133937.39
25928,52,2458,2,2,3,-279870.24103924923,0.15,22435.41
25929,37,1823,3,2,3,190958.5301778861,0.2,65422.28
25930,56,2460,3,2,2,26792.61650641835,0.12,109769.92
25931,55,2504,3,2,5,-23741.09756129979,0.1,55406.28
25932,63,1970,3,2,3,-19331.37333171796,0.11,25592.14
25933,59,2306,2,2,3,-144396.8552591302,0.24,4258.11
25934,46,4001,3,2,3,3199.3995658750027,0.33,72412.23
25935,48,1575,1,1,1,77127.33744521116,0.0,48075.58
25936,38,1626,1,4,1,-29947.41586706777,0.12,51198.5
25937,46,2953,1,1,1,34861.482390618374,0.11,42439.01
25938,37,1697,2,1,3,61104.750865808855,0.12,25674.49
25939,36,1697,3,1,5,-260833.96209456003,0.09,43157.82
25940,40,2195,1,2,1,126633.06310410808,0.15,60124.25
25941,41,3266,1,4,1,147648.03631128508,0.04,115776.48
25942,51,3701,2,1,3,46166.17648844177,0.06,32556.85
25943,47,3701,2,1,5,98168.63028477824,0.07,72686.65
25944,46,2956,3,1,5,314259.3670790525,0.05,53039.95
25945,43,1319,1,1,1,108991.93827046455,0.29,142796.54
25946,53,2319,2,2,3,-179972.20544473958,0.21,40712.01
25947,46,2195,1,2,1,1619.4971279413433,0.23,201257.77
25948,47,3512,3,2,3,223366.5767923894,0.03,24426.31
25949,62,2938,3,1,2,-234886.8398768455,0.11,5394.51
25950,60,1884,3,2,3,-74816.02685372865,0.31,64021.32
25951,62,1884,3,2,3,-171132.5200805653,0.16,92506.57
25952,59,3533,1,2,1,11219.637485032972,0.15,109758.03
25953,50,2195,3,2,3,6810.163039160462,0.13,78995.54
25954,49,3078,2,1,3,62502.903380596144,0.05,71948.26
25955,57,3163,1,1,1,-255847.229814112,0.13,43405.34
25956,42,1499,1,3,1,24152.233471307944,0.05,173217.1
25957,41,3208,1,1,1,580851.6583382505,0.0,19017.08
25958,57,3284,2,1,5,102243.71770710312,0.24,103771.46
25959,36,1557,1,1,1,164065.80308651316,0.03,118040.59
25960,48,1687,1,1,1,125602.04331538267,0.29,18014.24
25961,41,3163,1,1,1,105028.952859709,0.26,8912.38
25962,58,3133,3,1,3,8807.257911545328,0.29,38816.65
25963,47,1801,1,1,1,-141369.3811408874,0.26,65587.32
25964,52,3404,2,1,3,-20032.018177588627,0.05,117808.14
25965,49,2953,1,1,1,390120.8589513821,0.15,126756.24
25966,59,3947,2,2,5,73471.18799444695,0.31,76091.28
25967,45,2956,3,1,3,-132592.54760773445,0.27,27208.6
25968,35,3182,1,1,1,182427.1246343458,0.17,69971.27
25969,63,3306,1,1,1,119834.05869128752,0.14,29672.32
25970,41,1599,1,1,1,389798.5037765899,0.26,26018.12
25971,59,1884,3,2,3,-165074.78772361606,0.04,12929.29
25972,39,1453,1,1,1,-222299.76871761703,0.24,109679.57
25973,40,1716,1,2,1,281531.8513893748,0.06,199042.72
25974,48,1873,1,2,1,-69007.1810563168,0.18,62483.14
25975,39,1178,1,3,1,148471.15889840687,0.29,10043.92
25976,44,1434,1,3,1,32096.833390241583,0.17,2517.37
25977,55,1488,1,4,1,-13698.185001027716,0.18,137771.46
25978,47,1472,3,3,3,-235563.54728270727,0.0,34288.4
25979,53,2523,2,2,5,689113.7886974227,0.14,73366.24
25980,44,1724,1,1,1,170299.55392626944,0.33,119846.01
25981,47,1638,1,4,1,138607.48412407897,0.23,41718.14
25982,36,1581,1,1,1,480974.2089819292,0.33,130349.13
25983,53,2423,3,2,5,18719.54372807901,0.28,48360.99
25984,54,2423,3,2,4,-180745.19834117728,0.1,75318.87
25985,37,1883,1,4,1,70070.92561798522,0.01,60124.91
25986,44,1903,3,2,4,-46662.71746752278,0.24,13425.14
25987,60,2090,3,2,3,-63257.38008797461,0.07,17049.29
25988,46,2078,1,2,1,181117.10774922915,0.04,71956.98
25989,46,2078,1,2,1,383023.30656128086,0.25,19035.05
25990,53,2538,3,2,5,-128611.51371772576,0.29,52132.62
25991,63,3274,2,2,5,36635.45510762515,0.34,74670.05
25992,38,2229,3,2,3,187484.97361086443,0.14,73574.71
25993,55,1492,3,4,3,6415.435126606031,0.29,48892.41
25994,35,3063,2,2,4,10297.854078244494,0.19,60217.69
25995,60,2152,3,2,3,-94925.52859387564,0.05,133174.47
25996,62,2059,3,2,3,-60259.40689530595,0.06,38301.64
25997,35,2196,3,2,2,-73315.34815258275,0.11,106897.81
25998,40,1976,3,2,5,-176458.03200057006,0.27,29465.0
25999,53,2414,3,2,4,-160126.96575053912,0.04,91004.54
26000,43,1812,1,1,1,371264.0326486908,0.2,103645.26
26001,47,1819,3,2,2,-100175.9300290098,0.02,39057.27
26002,46,1819,3,2,5,-221692.9128758056,0.04,67922.03
26003,42,1997,2,2,5,-147599.73712077897,0.12,159209.8
26004,46,1791,1,2,1,63996.22646485349,0.3,19492.35
26005,59,2389,1,2,1,-188385.8474230277,0.01,54194.9
26006,62,1982,3,2,4,-2669.0816532687804,0.12,136092.31
26007,62,1982,3,2,4,-272183.2842385916,0.09,27440.17
26008,51,2120,1,2,1,33500.86564145388,0.13,64321.79
26009,40,1756,1,2,1,-11599.945503023122,0.16,77125.03
26010,57,2015,1,2,1,-92578.01248951258,0.02,1824.41
26011,40,1756,3,2,5,-235729.95648574427,0.23,67713.04
26012,56,1646,1,1,1,75691.74636336422,0.12,48382.28
26013,45,2133,3,2,5,-132933.26591887476,0.06,75979.52
26014,39,1780,3,2,4,31197.85070476125,0.18,110549.18
26015,58,3365,2,1,4,61416.28692011825,0.19,60339.03
26016,42,1575,2,1,5,63873.63930937294,0.2,12580.92
26017,43,1575,3,1,5,120780.81861207084,0.13,75047.12
26018,40,1516,1,2,1,74936.03527963985,0.04,122459.65
26019,38,2725,1,1,1,5021.927080668978,0.34,43751.18
26020,47,1737,1,1,1,90346.73304514115,0.03,89217.88
26021,54,3163,1,1,1,-290173.4172090581,0.07,14867.03
26022,47,1321,1,3,1,-212953.34144079717,0.28,150020.99
26023,43,1687,3,1,5,-174638.92888554902,0.2,246922.23
26024,63,3127,3,1,3,-65214.74791915338,0.05,58129.41
26025,35,1718,1,1,1,-421.1195460785735,0.22,54343.53
26026,41,2023,1,2,1,96633.99883521546,0.12,24252.34
26027,41,2532,2,4,3,-250792.06869350476,0.27,47006.57
26028,55,1888,1,1,1,208621.5736119449,0.31,52171.0
26029,53,1898,1,1,1,-155229.94308347875,0.02,87699.67
26030,60,2233,1,4,1,20675.94446294629,0.28,59522.78
26031,40,1875,1,2,1,101216.65216096258,0.05,36291.35
26032,48,1747,1,1,1,34237.54276020125,0.0,59176.49
26033,36,1701,1,1,1,13388.775635700742,0.05,16318.37
26034,36,1580,1,3,1,8454.300660706098,0.28,150283.06
26035,47,2366,2,2,3,-211671.96535196903,0.01,10085.15
26036,35,1720,1,2,1,-278183.13932679984,0.19,57703.5
26037,36,1648,3,1,4,-7913.048252598374,0.02,110800.46
26038,50,3190,1,1,1,655579.8069288487,0.3,97664.13
26039,53,3178,1,1,1,-1802.8906252306267,0.06,12566.26
26040,54,3404,2,1,3,99299.23675203828,0.03,54539.76
26041,44,2956,1,1,1,111358.09728877064,0.3,25387.67
26042,48,1576,1,1,1,29950.672221578163,0.12,51328.96
26043,36,1395,1,1,1,80089.9541286036,0.21,17583.0
26044,52,1749,1,1,1,-112683.78957417594,0.07,116319.99
26045,48,1576,1,1,1,55514.77697513998,0.32,33648.26
26046,48,3163,1,1,1,-104334.9876051247,0.12,35119.22
26047,55,3108,1,1,1,153606.87310984568,0.01,66619.5
26048,63,3108,1,1,1,272958.35615301155,0.13,82209.79
26049,55,3108,1,1,1,220762.29816253597,0.22,26571.14
26050,47,3078,2,1,5,14480.017556413295,0.08,133496.91
26051,40,1345,1,3,1,-279881.6240573063,0.15,63695.45
26052,38,2972,1,1,1,-268301.6358383037,0.3,61533.41
26053,60,3248,1,1,1,20769.266589553285,0.35,63836.86
26054,60,3251,3,1,2,-131593.89928555535,0.33,94874.91
26055,54,3208,1,1,1,23006.234035097736,0.08,274862.96
26056,53,3208,1,1,1,-111235.49860463516,0.31,37155.59
26057,41,1687,1,1,1,-115665.60378289437,0.16,71725.27
26058,49,1732,1,1,1,-198622.5544467728,0.17,59730.59
26059,61,3176,1,1,1,125613.0966587423,0.12,104628.43
26060,48,1741,1,1,1,412301.8878681439,0.2,47936.43
26061,49,2133,3,2,3,-196726.9067539125,0.15,336819.51
26062,39,1780,3,2,5,57854.33740184934,0.05,67071.88
26063,39,1631,2,2,5,-18188.36759732357,0.28,214794.94
26064,51,2329,3,2,4,-76552.74387992937,0.34,18055.54
26065,39,1462,1,1,1,113781.31908896356,0.21,125241.67
26066,39,2823,2,1,3,95657.13714728752,0.09,54721.64
26067,50,2927,1,1,1,-192590.82072832785,0.19,71908.65
26068,62,3361,1,4,1,5329.184556791875,0.23,111135.59
26069,39,2953,2,1,3,88694.4586451346,0.02,238102.54
26070,51,2219,3,2,5,96621.66421613828,0.33,94236.43
26071,40,3391,3,2,5,31465.914504926557,0.19,143150.63
26072,56,3560,2,1,3,-191399.38368971643,0.23,34342.78
26073,56,3059,3,1,5,-23076.197370467067,0.09,12874.43
26074,44,1808,3,2,3,256156.58074387885,0.14,14912.55
26075,46,1605,1,1,1,30356.905225160084,0.11,47851.66
26076,53,1938,2,2,5,-81292.2380396097,0.06,44526.6
26077,58,1884,1,2,1,180904.07854046032,0.02,38181.72
26078,41,1453,1,1,1,482846.0576769709,0.26,46589.58
26079,41,1585,3,1,1,-134528.009548916,0.18,80241.4
26080,44,1585,3,1,3,41997.002981852456,0.35,61455.26
26081,44,1585,2,1,3,4834.353802376423,0.14,83019.32
26082,53,2235,3,2,5,-49457.189239579,0.14,92282.9
26083,45,1906,3,2,5,18905.95265652348,0.3,26179.4
26084,44,1906,2,2,5,-141468.8681904972,0.07,165480.53
26085,40,3176,2,1,5,174553.62403444835,0.03,35595.61
26086,56,3164,1,1,1,-53292.94997148955,0.31,28654.94
26087,39,1600,1,2,1,229495.24975506988,0.16,273939.74
26088,36,2029,1,2,1,307712.3309370771,0.24,134247.43
26089,42,1940,1,2,1,-24395.788289532105,0.03,45308.21
26090,41,1812,1,2,1,534617.0600930471,0.05,29832.84
26091,36,1812,3,2,3,-251549.50145959848,0.11,82035.97
26092,43,1197,1,3,1,-88938.7695605356,0.29,48386.08
26093,57,1525,3,3,3,51056.00923779137,0.07,19278.59
26094,37,2330,2,2,5,102221.4848458673,0.33,80679.03
26095,38,3239,3,1,5,99477.43243542365,0.25,8588.13
26096,37,2046,3,2,5,-234603.2977259457,0.19,24862.94
26097,42,1599,3,1,5,-37833.03452567964,0.26,118655.54
26098,41,1599,3,1,3,47297.76952024576,0.02,69395.69
26099,50,2927,3,1,5,-101933.0626406316,0.24,132098.61
26100,56,1449,1,4,1,112197.53940243222,0.12,27481.94
26101,53,3108,3,1,4,5662.174218482793,0.2,87924.52
26102,41,1716,3,2,3,-17121.115772061738,0.32,52063.69
26103,38,1716,2,2,5,-18388.72417008152,0.01,47862.58
26104,49,1516,1,1,1,48362.48849315935,0.11,16569.9
26105,52,4116,1,2,1,105575.19293681518,0.16,119610.55
26106,59,2268,2,2,3,59155.12878160184,0.03,13281.28
26107,51,3108,1,1,1,224491.67708407363,0.18,18433.93
26108,37,2725,1,1,1,-57842.344402745424,0.08,97726.26
26109,40,1453,1,1,1,32866.58783006899,0.26,7711.02
26110,54,1938,2,2,3,9590.81801735858,0.07,51737.81
26111,55,3597,3,2,5,-9293.9083437124,0.3,7807.22
26112,61,1918,3,2,3,-211246.9694867628,0.06,27889.5
26113,49,3133,2,1,3,73166.54131963034,0.33,21635.9
26114,46,3133,2,1,5,149022.6893382614,0.04,47365.75
26115,39,1545,1,1,1,105674.91639967784,0.26,33343.2
26116,53,1443,1,3,1,627519.9321569455,0.04,22520.33
26117,39,1510,2,3,5,161277.82446315768,0.1,79012.02
26118,41,1308,1,3,1,186717.88926501604,0.34,76104.5
26119,42,1410,3,3,1,164412.62401542554,0.03,27251.83
26120,44,1340,1,3,1,108732.83254179305,0.04,76346.5
26121,47,1347,1,1,1,334502.85716072645,0.07,25354.65
26122,39,2100,3,2,3,91132.54301845282,0.04,48407.24
26123,49,2176,2,2,5,134959.41987120366,0.34,56372.84
26124,54,1732,1,1,1,85192.74273136536,0.05,2231.33
26125,60,2057,3,2,5,-24275.528004831216,0.31,115372.95
26126,41,1873,3,2,3,25111.227465450644,0.14,65246.85
26127,43,1873,1,2,1,-184859.2145425988,0.08,77902.5
26128,40,2507,2,2,5,224909.4783228968,0.13,67227.48
26129,48,1826,1,1,1,86658.52948170615,0.18,82133.31
26130,37,2478,2,2,5,535345.6821178515,0.3,62799.07
26131,43,1958,3,2,5,-52645.47837672382,0.14,158399.3
26132,57,1954,3,4,3,-53319.34422105899,0.18,72467.13
26133,53,1747,1,1,1,384122.4064644952,0.17,41222.27
26134,44,1585,1,1,1,100337.93826076329,0.05,22352.25
26135,51,1705,1,1,1,99299.77182016333,0.22,61167.45
26136,53,2425,1,2,1,216919.799202308,0.17,36970.17
26137,49,2398,3,2,1,103250.68758488217,0.14,64057.32
26138,37,2196,3,2,4,-47584.49040156479,0.22,44193.1
26139,43,1976,1,2,1,67958.22413935862,0.12,145906.29
26140,48,2625,2,2,3,91839.004057723,0.22,81443.01
26141,48,2625,3,2,3,18539.564312880877,0.32,80700.45
26142,56,1858,2,1,3,667296.9000480118,0.24,122444.54
26143,47,2061,1,1,1,699457.9932379908,0.12,163286.4
26144,50,2399,1,4,1,-24304.306514752545,0.04,88392.63
26145,45,1721,1,1,1,-144501.5443126761,0.16,103725.93
26146,43,2099,1,2,1,-159976.8073073163,0.13,128781.28
26147,56,1895,3,2,4,-297897.6057533628,0.09,123158.97
26148,36,1707,3,1,3,62818.3320577182,0.06,24170.9
26149,51,1578,1,1,1,-17897.966371471925,0.08,64497.27
26150,44,1639,3,2,4,-177352.836291477,0.19,49924.78
26151,45,1227,2,3,5,-47924.04016122934,0.34,8921.31
26152,45,2161,2,3,5,60291.64101456753,0.32,29583.01
26153,61,1665,1,4,1,-26301.53579910484,0.23,73888.68
26154,36,1589,1,4,1,202997.9769034535,0.19,27155.97
26155,58,2111,2,2,5,298144.4255044725,0.34,185322.12
26156,58,1623,3,1,3,24473.793877895318,0.09,105093.01
26157,54,1499,1,3,1,104477.55398790544,0.28,125068.03
26158,43,1321,1,3,1,-214251.35474380967,0.15,34426.48
26159,35,1679,1,1,1,102783.45571400457,0.25,92500.63
26160,36,1557,1,1,1,72323.949369679,0.34,42260.22
26161,49,3119,1,1,1,437519.8139112017,0.16,66117.87
26162,43,4399,2,2,5,181306.67112248196,0.14,29632.93
26163,45,1408,3,3,5,4595.770271126649,0.34,6988.67
26164,44,3163,1,1,1,-5214.536320237266,0.3,50571.86
26165,38,1823,3,2,5,12338.429962034035,0.02,64318.43
26166,45,2133,1,2,1,-223548.41984232212,0.0,26830.29
26167,59,1448,3,4,5,241338.87468641665,0.09,14836.3
26168,35,1780,3,2,5,-29214.34898684557,0.03,114494.8
26169,58,2306,2,2,3,-233807.8821471076,0.23,74588.5
26170,58,2306,2,2,1,-46637.49300646816,0.17,56018.79
26171,51,1291,1,3,1,-343599.1449196929,0.33,243787.46
26172,38,1283,3,3,4,-121661.33133652648,0.22,88444.45
26173,60,3157,1,1,1,-21588.136038985147,0.02,45862.51
26174,43,2953,3,1,1,4198.556862258306,0.27,225228.51
26175,59,3365,2,1,5,-59779.15341492767,0.26,62448.0
26176,43,3391,3,2,1,36035.57803433058,0.33,36766.6
26177,52,3302,1,4,1,-38759.105186433,0.31,21634.46
26178,62,2938,1,1,1,4220.441477497346,0.33,17132.52
26179,41,1585,3,1,5,-171460.45483785833,0.23,65900.19
26180,50,2195,3,2,3,296364.42751507624,0.03,109444.86
26181,49,1657,1,1,1,602737.8153940653,0.34,104440.45
26182,57,1884,3,2,3,-51082.267281911045,0.21,45536.3
26183,52,4116,1,2,1,28392.020809387817,0.18,67246.87
26184,40,1600,3,2,3,-24351.479066452164,0.25,75459.41
26185,45,3292,2,1,5,-64847.2612193778,0.31,10624.99
26186,40,1886,3,4,1,103787.58456517,0.1,48536.92
26187,59,1865,1,4,1,-14260.741628206555,0.07,55930.42
26188,39,1557,1,1,1,-175506.0990821421,0.15,68215.41
26189,46,1701,1,1,1,143370.02265326813,0.19,25444.55
26190,39,1971,1,4,1,-93160.04829731802,0.31,54600.87
26191,54,1701,1,1,1,-108070.89440644544,0.12,18159.16
26192,36,1436,1,1,1,8163.044359519583,0.17,111918.34
26193,48,2133,1,2,1,-22907.35356850173,0.27,17473.26
26194,38,1626,3,4,5,-109005.41616343762,0.09,149436.64
26195,51,4289,3,2,2,-98817.5716568585,0.03,59813.96
26196,45,2133,3,2,5,74749.1906880331,0.03,42106.48
26197,49,1577,3,4,4,-177720.1491997197,0.01,5265.54
26198,53,1300,1,3,1,-70355.89063907001,0.27,82872.55
26199,52,3178,3,1,2,1910.312542317521,0.18,52625.57
26200,62,1289,3,3,3,-180308.3274583113,0.09,64419.44
26201,44,1808,1,2,1,16367.880965802822,0.24,231498.88
26202,46,2195,3,2,5,69459.1610350878,0.17,97065.28
26203,35,2009,3,2,3,4153.014834187515,0.02,137525.12
26204,49,2067,1,2,1,-77908.75370425414,0.24,10739.0
26205,55,2927,1,1,1,49798.772906579135,0.21,56867.14
26206,56,1657,1,1,1,245174.2959174105,0.29,16846.94
26207,52,1716,2,2,4,2244.806322211017,0.34,60643.57
26208,44,1716,3,2,5,-14084.031354768214,0.06,57032.56
26209,38,2870,1,3,1,22269.135495064784,0.02,31505.44
26210,38,1531,3,2,5,-258653.8167428971,0.07,26876.55
26211,51,1657,1,1,1,258657.40225744323,0.2,169925.62
26212,35,1778,3,3,5,-137888.9141065176,0.35,47477.94
26213,39,1444,1,3,1,35726.98167051244,0.18,22654.74
26214,48,1423,2,3,5,9565.591538068831,0.07,83930.73
26215,43,1423,2,3,5,53695.17574223788,0.26,48307.84
26216,62,1636,3,3,1,54403.17388741671,0.35,98457.27
26217,60,2899,3,3,3,19637.63678627647,0.31,70157.09
26218,46,1444,2,3,3,266741.8111363351,0.27,109112.92
26219,43,1444,3,3,3,-97397.81277303334,0.31,42321.09
26220,54,1402,1,3,1,-24397.179340576884,0.16,35117.98
26221,63,1666,1,3,1,113950.07685334982,0.22,11221.92
26222,51,1347,1,3,1,70185.90641290032,0.02,58459.66
26223,56,1409,1,3,1,-62987.18739985023,0.24,111028.71
26224,42,1741,1,2,1,-138870.7283061611,0.23,93004.55
26225,43,1835,1,1,1,-100986.3501619926,0.04,142309.26
26226,56,2143,3,2,3,56806.437620936784,0.18,15316.46
26227,43,1967,1,2,1,-23767.95893704701,0.02,24373.58
26228,43,1724,3,1,3,137813.1971141009,0.09,89624.49
26229,41,1724,1,1,1,13710.69556975925,0.12,48292.3
26230,43,1975,3,2,3,-57838.44210131812,0.18,134968.16
26231,54,1722,1,1,1,425126.5251673156,0.2,62230.02
26232,48,2045,3,2,5,143576.712731332,0.04,21351.84
26233,41,1682,1,4,1,175605.88831232025,0.03,3334.17
26234,48,1888,1,1,1,-52143.658441594605,0.21,43927.09
26235,44,1872,1,1,1,276125.8717047879,0.33,5320.86
26236,56,2091,1,4,1,18515.1346539066,0.32,106004.41
26237,48,1859,1,1,1,197032.79556025087,0.32,67413.03
26238,39,2179,1,4,1,34793.97954073932,0.02,36070.83
26239,41,1900,1,4,1,722935.2990654155,0.1,30360.53
26240,37,1248,2,3,5,29211.494070245382,0.15,23440.78
26241,42,1589,1,4,1,61853.83250692411,0.01,74520.9
26242,37,1395,3,1,5,2157.6784090841043,0.33,73163.99
26243,51,1263,3,3,1,-230806.9384754888,0.14,89587.46
26244,42,1246,1,3,1,155414.9737945792,0.34,67334.9
26245,40,1395,1,1,1,381638.0018931542,0.22,33068.01
26246,44,1530,1,1,1,-220603.5551459308,0.03,99089.84
26247,45,1530,1,1,1,-80810.02906542273,0.17,27240.27
26248,51,1866,1,2,1,695144.7048001117,0.06,4049.0
26249,53,1913,1,2,1,-73550.91173970443,0.17,93652.27
26250,50,2132,1,2,1,135293.8992094994,0.1,47768.53
26251,43,1666,1,2,1,-234986.37154206287,0.08,25102.21
26252,47,1687,1,1,1,60292.256009865305,0.0,175384.84
26253,46,1652,1,1,1,2472.2458961670472,0.12,42452.42
26254,45,1873,3,2,5,172102.33769098396,0.19,35319.46
26255,61,1884,1,2,1,37496.12918692859,0.05,259567.99
26256,47,1844,2,2,5,23070.376738598432,0.09,63919.46
26257,56,3694,3,2,5,-163275.4759034377,0.24,102592.8
26258,56,3133,3,1,3,-68638.66302655551,0.08,20547.38
26259,36,1780,3,2,5,72324.80507994925,0.15,43526.21
26260,36,1579,2,1,3,-134288.2806764827,0.23,36699.0
26261,37,1716,1,2,1,345440.00665657787,0.2,91131.11
26262,51,3124,2,1,3,-78958.1238458648,0.16,22079.38
26263,44,1585,3,1,3,-204916.910411041,0.17,254402.63
26264,48,2367,3,2,3,39735.319846640894,0.31,154800.39
26265,40,2131,3,2,5,-235023.49748824516,0.33,26152.58
26266,41,1673,1,2,1,116538.80414002224,0.22,34013.13
26267,47,1732,1,1,1,152013.45062199197,0.13,38648.24
26268,36,1588,1,1,1,178080.57194159392,0.29,96740.64
26269,47,2105,1,2,1,-22081.4001834758,0.33,4946.03
26270,46,2133,1,2,1,43015.849398840575,0.26,30371.88
26271,55,1711,1,1,1,-93472.66602516107,0.33,140164.38
26272,53,3229,2,1,5,-14727.568866543415,0.2,114758.12
26273,58,3133,1,1,1,-57214.74837516269,0.17,32086.76
26274,55,1970,3,2,4,-166384.2001681122,0.02,18823.4
26275,56,1575,3,4,3,-79304.12864215358,0.15,25252.29
26276,43,1921,3,2,3,-134199.2440524399,0.01,55699.54
26277,41,1697,1,1,1,282269.5892099144,0.18,85350.31
26278,41,2998,1,1,1,-176703.75150440773,0.07,45174.45
26279,53,1561,3,1,2,-168556.82529449428,0.03,140273.79
26280,43,3120,2,1,5,76262.05696301168,0.27,132872.52
26281,57,3059,3,1,5,-8640.815165102927,0.09,121855.8
26282,53,2684,2,2,1,9782.215895042433,0.09,89369.58
26283,48,1872,1,2,1,74112.08090055417,0.03,41181.4
26284,46,2398,1,2,1,-83912.21200667025,0.18,48009.08
26285,44,1976,1,2,1,-81427.27907104103,0.29,67349.78
26286,41,1763,1,1,1,91172.36560349975,0.1,92821.63
26287,46,3441,2,1,5,-238363.7129706296,0.06,54219.44
26288,49,3335,3,1,2,-127400.61217897432,0.08,29769.91
26289,49,1883,1,1,1,739645.2144679851,0.16,87194.96
26290,42,1502,1,1,1,-62871.18424612658,0.14,97115.66
26291,40,1883,1,1,1,117154.88168269224,0.28,65428.51
26292,39,1930,1,1,1,96660.06144937871,0.05,53469.43
26293,46,1763,1,1,1,20585.927255545397,0.01,31341.95
26294,48,1763,1,1,1,68290.25547900802,0.12,10229.66
26295,35,3338,3,2,3,138030.85547340062,0.23,83210.45
26296,60,1274,1,3,1,-195423.29675745935,0.28,49368.41
